restaurantid,restaurantName,phonenumber,address,distance,restauranttype
136456,GROWLERS PUB,(653) 247-4303,"600 POTOMAC ST Baltimore, MD",0.84,Cafe or Bistro
873797,GROWN FOLKS BAR,(834) 761-7224,"3525 HANOVER ST Baltimore, MD",1.59,Cafe or Bistro
391805,GRUMPIE'S,(949) 274-4535,"25 CROSS ST Baltimore, MD",3.67,Family Style
239312,GRUNDY'S,(724) 307-5667,"718 GRUNDY ST Baltimore, MD",0.38,Fine Dining
195394,"GRUNWALD CLUB, INCORPORATED",(862) 647-9726,"2825 O DONNELL ST Baltimore, MD",0.25,Fine Dining
135265,JAUNG KAK RESTURANT(aka 18 W.20TH ST),(202) 771-3502,"18 20th ST Baltimore, MD",3.84,Fast Casual
481940,JAVA JOE'S,(899) 670-1758,"8 BALTIMORE ST Baltimore, MD",1.84,Fast Casual
698698,"JAY & KAY SUBWAY, INC.",(369) 652-3693,"37 25TH ST Baltimore, MD",2.47,Cafe or Bistro
802255,JAY'S ON READ,(780) 533-6213,"225 READ ST Baltimore, MD",1.72,Fast Food
234144,JAY'S WOLFE ST CAF,(778) 619-3077,"610 WOLFE ST Baltimore, MD",0.42,Cafe or Bistro
175181,JAZZY BLUES CLUB,(370) 210-6614,"301 ANN ST Baltimore, MD",3.14,Family Style
763189,"JD's SMOKEHOUSE BAR & GRILL, INC.",(248) 561-8286,"3000 O DONNELL ST Baltimore, MD",4.18,Fast Casual
138920,JEMELLA 'S CUT RATE,(546) 492-5757,"1831 MOSHER ST Baltimore, MD",2.86,Fast Food
922958,JERRY'S BAR,(615) 622-2520,"604 POPLAR GROVE ST Baltimore, MD",2.44,Fast Casual
760583,JEWEL BOX LOUNGE,(317) 859-8633,"419 BALTIMORE ST Baltimore, MD",1.92,Cafe or Bistro
482635,JHJ SALOON,(205) 923-8686,"2036 EASTERN AVE Baltimore, MD",1.97,Fine Dining
168430,JIGGS TAVERN,(834) 395-3344,"737 CARROLL ST Baltimore, MD",3.54,Fine Dining
378128,JIM DANDY'S TAVERN,(874) 596-8293,"4810 CURTIS AVE Baltimore, MD",3.53,Fine Dining
693867,JIMMY'S RESTAURANT,(655) 473-3242,"801 BROADWAY Baltimore, MD",4.06,Fast Food
993642,JIM'S DINER,(643) 977-2269,"4806 HOLABIRD AVE Baltimore, MD",3.26,Cafe or Bistro
751336,JOCKEY CLUB/PALACE KITCHEN,(784) 957-5606,"Hayward Ave Baltimore, MD",3.06,Fine Dining
971822,JOE SQUARED PIZZA AND BAR,(306) 831-5398,"133 NORTH AVE Baltimore, MD",1.61,Fast Food
365509,JOE'S TAVERN,(522) 286-3917,"1006 DUNDALK AVE Baltimore, MD",1.78,Family Style
475731,JOE'S TAVERN,(543) 552-7226,"2709 11 WASHINGTON BLVD Baltimore, MD",0.3,Fine Dining
959846,JOE'S TAVERN & PACKAGE GOODS,(887) 489-7569,"6200 REISTERSTOWN RD Baltimore, MD",2.53,Fast Food
156258,JOHN'S LOUNGE,(213) 350-3597,"1519 RIGGS AVE Baltimore, MD",3.24,Fast Food
108663,JOY DELI,(376) 721-7476,"24 FAYETTE ST Baltimore, MD",0.47,Family Style
761315,JP'S,(316) 903-6711,"528 BOULDIN ST Baltimore, MD",2.22,Fast Food
736186,JR.'S BAR & GRILL,(845) 671-2657,"1229 HULL ST Baltimore, MD",4.02,Family Style
389835,JUNIORS,(635) 684-8410,"1117 CHARLES ST Baltimore, MD",0.5,Fast Casual
535669,K.F.C.,(896) 938-4652,"901 CAROLINE ST Baltimore, MD",3.58,Cafe or Bistro
116226,KABOBBI RESTAURANT,(415) 609-2104,"1616 THAMES ST Baltimore, MD",2.61,Family Style
458676,KALI'S COURT,(653) 682-6119,"1606 THAMES ST Baltimore, MD",4.06,Fast Food
818278,POSITIONS UNLIMITED,(509) 485-5756,"14 CUSTOM HOUSE AVE Baltimore, MD",0.61,Cafe or Bistro
140190,POTBELLY SANDWICH WORK'S,(520) 464-4861,"621 PRATT ST Baltimore, MD",0.17,Fast Food
971187,PRIMO'S,(706) 636-1789,"100 COLDSPRING LN Baltimore, MD",1.07,Family Style
654055,PULASKI FOOD SERVICE,(833) 722-6432,"3505 PULASKI HWY Baltimore, MD",2.24,Cafe or Bistro
593576,PUR LOUNGE,(673) 241-6804,"2322 BOSTON ST Baltimore, MD",1.21,Fast Casual
857473,PURPLE GOOSE,(900) 899-2250,"2623 WASHINGTON BLVD Baltimore, MD",0.26,Family Style
845277,"q s r,inc - Mcdonald's",(202) 719-8248,"1600 argonne dr Baltimore, MD",1.68,Fine Dining
623754,"qsr, inc.- McDonalds",(322) 350-6955,"15 north ave Baltimore, MD",3,Family Style
877213,"QSR, INC. MCDONALD'S)",(301) 729-7120,"4635 HARFORD rd Baltimore, MD",3.56,Fast Food
877924,QUIGLEY 1/2 IRISH PUB,(256) 772-2592,"633 PORTLAND AVE Baltimore, MD",2.11,Fast Food
245771,QUINOS,(934) 922-3432,"1465 KEY HIGHWAY Baltimore, MD",1.95,Fast Food
506715,QUIZINOS OF FALLS road,(279) 947-8779,"100 CHARLES ST Baltimore, MD",2.22,Fast Casual
497424,QUIZNOS,(697) 787-0081,"2837 O DONNELL ST Baltimore, MD",0.82,Cafe or Bistro
178217,QUIZNO'S,(246) 983-9515,"10 CALVERT ST Baltimore, MD",0.71,Fast Food
682227,QUIZNO'S,(606) 441-3605,"201 CHASE ST Baltimore, MD",2.51,Fast Food
716315,QUIZNOS OF FELLS POINT,(962) 920-7018,"716 BROADWAY Baltimore, MD",3.45,Fast Food
375012,QUO VADIS DEMOCRATIC CLUB,(529) 486-3954,"1921 FLEET ST Baltimore, MD",1.77,Fast Food
735214,RA SUSHI,(464) 575-5522,"701 EDEN ST Baltimore, MD",0.73,Fine Dining
909108,RADISSON CROSS KEYS HOTEL,(530) 904-6737,"5050 FALLS RD Baltimore, MD",3.61,Fast Casual
190552,RADISSON HOTEL AT CROSS KEYS,(603) 562-7243,"5102 FALLS RD Baltimore, MD",0.15,Fast Food
174282,RAFTERS,(701) 578-8245,"620 FORT AVE Baltimore, MD",1.61,Fine Dining
819387,RAINBOW HOMESTYLE BUFFET,(325) 407-1637,"5016 SINCLAIR LN Baltimore, MD",0.16,Fast Casual
154306,RAINBOW'S BAR,(933) 432-5110,"1175 SARGEANT ST Baltimore, MD",3.85,Fast Casual
435584,RALLO'S RESTAURANT,(428) 403-0260,"838 FORT Ave Baltimore, MD",0.6,Fast Food
299062,RAMS HEAD TAVERN,(248) 801-0105,"20 MARKET PL Baltimore, MD",2.81,Fast Food
580461,RANDY'S BAR,(216) 249-0646,"2135 NORTH AVE Baltimore, MD",1.63,Fast Food
288557,RAS-A-TER INTERNATIONAL,(564) 697-2699,"2103 NORTH AVE Baltimore, MD",0.27,Cafe or Bistro
777520,RASCALS COMEDY CLUB,(447) 905-6080,"6 MARKET PL Baltimore, MD",1.5,Fast Food
727587,RAVE INN,(555) 211-2628,"4507 PENNINGTON AVE Baltimore, MD",1.23,Cafe or Bistro
546000,RAY LEWIS' FULL MOON B-B-Q,(474) 767-6508,"2400 BOSTON ST Baltimore, MD",1.76,Fast Food
149370,RAY'S TAVERN,(702) 772-5292,"6500 ST HELENA AVE Baltimore, MD",4.21,Family Style
873024,RAYZER'S,(675) 438-8160,"13 RANDALL ST Baltimore, MD",2.27,Family Style
348043,RED DOOR LOUNGE,(389) 746-5261,"1000 PAYSON ST Baltimore, MD",3.9,Fast Food
724860,RED FISH,(586) 906-3742,"845 MONTFORD AVE Baltimore, MD",1.03,Cafe or Bistro
300879,RED FOX LIQUORS,(954) 821-4582,"2733 PENNSYLVANIA AVE Baltimore, MD",3.8,Cafe or Bistro
687798,RED HOUSE TAVERN INC.,(394) 439-3487,"2239 ESSEX ST Baltimore, MD",2.04,Fast Food
716898,RED LYON TAVERN,(933) 284-3340,"501 DECKER AVE Baltimore, MD",4.16,Fast Food
731125,RED MAPLE,(430) 686-6820,"930 CHARLES ST Baltimore, MD",3.14,Family Style
298198,RED ROOSTER,(876) 560-4805,"6412 FRANKFORD AVE Baltimore, MD",4.06,Fine Dining
203974,RED SQUARE RESTAURANT,(452) 465-2592,"1 CHASE ST Baltimore, MD",1.04,Fast Food
469181,REGAN'S TAVERN,(886) 991-4755,"4001 EASTERN AVE Baltimore, MD",3.38,Fast Food
909337,REGI'S BAR & RESTAURANT,(705) 673-8130,"1002 LIGHT ST Baltimore, MD",0.91,Family Style
723919,GUS RESTAURANT (3103-05),(261) 978-2358,"3103 NORTH AVE Baltimore, MD",1.56,Fast Food
107014,GYPSIES,(863) 721-2745,"4020 LOMBARD ST Baltimore, MD",1.31,Family Style
937169,H.I.S. PLACE,(754) 557-8426,"2822 HUDSON ST Baltimore, MD",2.71,Fast Casual
126747,HABENERO GRILL,(243) 956-1610,"4701 EASTERN AVE Baltimore, MD",1.37,Cafe or Bistro
945506,"HAMILTON HOMING PIGEON CLUB, INC.",(330) 469-0246,"4810 GUNTHER AVE Baltimore, MD",2.05,Family Style
277621,HAMPDEN REPUBLICAN CLUB,(326) 775-4376,"3535 CHESTNUT AVE Baltimore, MD",3.1,Fast Food
304665,harbor way inn,(741) 878-5281,"737 pratt st Baltimore, MD",3.54,Cafe or Bistro
774580,HARBORSIDE CHICKEN & SEAFOOD,(490) 697-6381,"600 WOLFE ST Baltimore, MD",2.2,Fast Food
591801,HARD ROCK CAF,(852) 569-0893,"601 PRATT ST Baltimore, MD",2.56,Family Style
583015,HARD ROCK CAF-OUTDOOR PIER,(793) 900-6712,"601 PRATT ST Baltimore, MD",2.69,Cafe or Bistro
768930,HARFORD HOUSE,(452) 927-4722,"7509 HARFORD RD Baltimore, MD",0.68,Fast Casual
601985,"HARFORD ROAD GROUP, LLC",(935) 684-3881,"5516 HARFORD RD Baltimore, MD",2.34,Family Style
415812,HARFORD ROAD LIQUORS,(681) 931-7331,"4627 HARFORD RD Baltimore, MD",3.06,Fine Dining
875433,HARRAR CAF,(842) 371-4963,"821 WASHINGTON BLVD Baltimore, MD",3.75,Family Style
254671,MIDWAY BAR,(704) 647-0961,"421 BALTIMORE ST Baltimore, MD",2.21,Fast Food
124204,MIKE MCGOVERN'S,(285) 840-5617,"1129 CLINTON ST Baltimore, MD",1.37,Fast Food
652072,MIKE'S PLACE,(268) 396-3096,"1102 36TH ST Baltimore, MD",3.31,Fast Food
549997,MILTON AT CHARLES ST,(373) 568-4622,"336 CHARLES ST Baltimore, MD",1.05,Fast Casual
636146,MINATO RESTAURANT,(797) 581-6085,"1013 CHARLES ST Baltimore, MD",0.35,Cafe or Bistro
752161,MINATO/CAFE VIET RESTAURANT,(604) 202-0261,"800 CHARLES ST Baltimore, MD",3.56,Fast Food
974154,MISS SHIRLEY'S CAF,(264) 977-7685,"513 COLDSPRING LN Baltimore, MD",3.31,Fast Food
905862,MOM'S PLACE,(860) 477-5782,"1201 CROSS ST Baltimore, MD",2.58,Fast Food
961000,MONDO BONDO ITALIAN BISTRO,(700) 833-1689,"30 MARKET PL Baltimore, MD",1.45,Fast Food
754382,MONUMENT HOUSE,(257) 436-1283,"2300 MONUMENT ST Baltimore, MD",1.54,Fine Dining
617166,MORGAN STATE-FACULTY,(409) 280-4045,"1700 coldspring ln Baltimore, MD",1.33,Fast Casual
980087,MORTON'S--THE STEAKHOUSE,(438) 624-6272,"300 CHARLES ST Baltimore, MD",1.95,Fast Food
406050,MO'S CRAB & PASTA FACTORY,(504) 480-7447,"502 ALBEMARLE ST Baltimore, MD",1.89,Fine Dining
919509,MOTHER'S FEDERAL HILL GRILL,(463) 697-8307,"1113 CHARLES ST Baltimore, MD",3.95,Fast Casual
791597,"MOUNT VERNON CLUB OF BALTIMORE, INC.",(700) 515-8956,"8 MOUNT VERNON PL Baltimore, MD",0.55,Fast Casual
138106,MOUNT VERNON STABLE & SALOON,(873) 719-4092,"909 CHARLES ST Baltimore, MD",2.22,Fast Food
853582,MOUSE TRAP,(427) 358-0426,"12 CUSTOM HOUSE AVE Baltimore, MD",1.27,Fast Food
219500,MR. C. PLACE,(595) 970-1903,"1001 CAREY ST Baltimore, MD",0.69,Fast Food
695102,MR. JOE'S BAR AND CUT RATE LIQUORS,(860) 288-3365,"1 HIGHLAND AVE Baltimore, MD",1.26,Cafe or Bistro
565844,MT VERNON ENTERTAINMENT LLC,(948) 694-0054,"347 CALVERT ST Baltimore, MD",0.75,Fast Food
318577,MT. PLEASANT INN,(303) 407-3592,"105 CONKLING ST Baltimore, MD",2.27,Cafe or Bistro
179368,MT. ROYAL TAVERN,(279) 707-3646,"1204 MOUNT ROYAL AVE Baltimore, MD",1.21,Fast Food
451091,MT. VERNON HOTEL AND WASHINGTON CAFE',(581) 280-7862,"24 FRANKLIN ST Baltimore, MD",1.74,Family Style
502031,MT. WASHINGTON TAVERN,(892) 715-4099,"5700 NEWBURY ST Baltimore, MD",2.99,Family Style
845244,MUGGSY'S,(491) 971-5119,"1236 LIGHT ST Baltimore, MD",1.87,Fast Food
826261,MUGHAL GARDEN,(766) 834-4306,"918 CHARLES ST Baltimore, MD",0.2,Cafe or Bistro
403372,MUIR'S TAVERN,(236) 630-2611,"36 FORT AVE Baltimore, MD",3.87,Cafe or Bistro
788065,MUM'S,(332) 830-8278,"1132 HANOVER ST Baltimore, MD",2.04,Fast Food
990951,MURPHY'S NEIGHBORHOOD BAR & GRILL,(450) 529-1616,"5847 YORK RD Baltimore, MD",0.12,Fast Food
777112,MUSTANG ALLEY'S,(711) 631-4495,"1300 BANK ST Baltimore, MD",0.73,Fast Casual
605118,MUSTANG INN,(796) 473-9549,"3203 EASTERN AVE Baltimore, MD",0.22,Cafe or Bistro
346185,MVP ENTERTAINMENT LLC CLUB 347-KITCHEN AREA,(768) 522-7207,"347 CALVERT ST Baltimore, MD",1.84,Fast Food
365085,"MY COUSIN'S PLACE, LLC (3925-27)",(797) 875-4579,"3925 LOMBARD ST Baltimore, MD",1.46,Fast Food
441212,MY PANINI,(848) 290-7357,"711 EASTERN AVE Baltimore, MD",3.83,Fast Food
515329,MY THAI RESTAURANT,(969) 980-9292,"800 CHARLES ST Baltimore, MD",2.58,Fast Food
193170,NAK WON RESTAURANT,(787) 465-3348,"12 20TH ST Baltimore, MD",3.21,Fine Dining
961312,NAM KANG KOREAN RESTAURANT (AKA 101 W. 22ND ST.),(229) 737-8745,"2126 MARYLAND AVE Baltimore, MD",1.75,Fast Casual
534162,NASU BLANCA,(579) 221-8154,"1036 FORT AVE Baltimore, MD",2.79,Fast Food
296999,NCDEVINS,(623) 888-0959,"801 DECKER AVE Baltimore, MD",4.06,Fine Dining
627757,NELSON BAKED GOODS & COFFEE SHOP,(538) 443-2639,"531 CHESTER ST Baltimore, MD",3.32,Fast Casual
795408,NEOPOL,(596) 296-0789,"529 BELVEDERE AVE Baltimore, MD",3.24,Fast Casual
984636,network deli,(988) 645-3792,"3600 malden ave Baltimore, MD",0.86,Fast Food
559064,NEVER ON SUNDAY,(599) 242-5217,"829 CHARLES ST Baltimore, MD",3.29,Fast Food
315093,NEVIN'S CROSS STREET STATION,(914) 366-1757,"31 CROSS ST Baltimore, MD",0.34,Fast Food
133692,NEW CLUB THUNDERBIRD INC.,(946) 892-4226,"2201 CHASE ST Baltimore, MD",0.9,Cafe or Bistro
337630,NEW DUFFY' S RESTAURANT,(356) 781-5151,"3436 FREDERICK AVE Baltimore, MD",1.35,Fast Food
709634,NEW EVERGREEN CAF,(554) 733-7357,"6618 C REISTERSTOWN RD Baltimore, MD",1.82,Cafe or Bistro
639841,"NEW HONG KONG RESTAURANT, INC.",(595) 276-7471,"2426 CHARLES ST Baltimore, MD",2.39,Fast Food
519839,NEW JOHNSON'S LOUNGE,(579) 800-8622,"546 PULASKI ST Baltimore, MD",3.37,Cafe or Bistro
615907,"NEW MAY FLOWER BUFFET, INC.",(529) 848-7983,"3326 GREENMOUNT AVE Baltimore, MD",3.64,Fast Food
663306,"NEW MAYFIELD, INC.",(313) 595-4095,"3349 BELAIR RD Baltimore, MD",0.48,Family Style
126499,NEW MOM & DAD LIQUORS,(785) 715-4234,"2143 PENNSYLVANIA AVE Baltimore, MD",0.62,Family Style
173885,NEW NO DO JI RESTAURANT,(398) 883-2895,"2501 CHARLES ST Baltimore, MD",1.69,Fast Food
287105,HARRIS' TAVERN,(720) 686-5929,"2949 FREDERICK AVE Baltimore, MD",4.25,Cafe or Bistro
879711,"HARRY OLIVER MANAGEMENT CO., INC.",(826) 437-3687,"801 ANN ST Baltimore, MD",1.68,Cafe or Bistro
611325,HARRY'S AMERICAN BAR,(707) 478-1856,"623 LUZERNE AVE Baltimore, MD",2.88,Fast Food
904130,HARVEST TABLE,(947) 694-0902,"1000 HULL ST Baltimore, MD",1.65,Fast Food
388934,HAVE A NICE DAY CAF (AKA 2 MARKET PLACE),(433) 392-3652,"34 MARKET PL Baltimore, MD",2.95,Family Style
126647,HAVEN PLACE,(556) 972-8089,"400 HAVEN ST Baltimore, MD",0.84,Fine Dining
895990,hawley's (2616-20),(243) 824-8985,"2616 WASHINGTON blvd Baltimore, MD",1.59,Fast Food
772441,HEATH STREET PUB,(585) 998-7332,"32 HEATH ST Baltimore, MD",3.67,Fast Food
159842,"HEIGHTS LIQUORS, INC.",(240) 959-3927,"5302 PARK HEIGHTS AVE Baltimore, MD",0.38,Family Style
598673,HELEN'S GARDEN CAFE',(979) 452-2801,"2908 O DONNELL ST Baltimore, MD",0.25,Fast Food
926986,HELLAS COFFEE SHOP,(257) 592-7902,"4709 EASTERN AVE Baltimore, MD",3.84,Family Style
645607,HENNINGER'S TAVERN,(671) 211-9057,"1810 BANK ST Baltimore, MD",1.84,Fast Casual
282994,"HIDING SPOT, INC.",(460) 269-9901,"3638 HANOVER ST Baltimore, MD",2.47,Cafe or Bistro
995462,"HIGH GROUNDS COFFEE ROASTERS, LLC",(326) 434-4273,"3201 EASTERN AVE Baltimore, MD",1.72,Family Style
797141,HIGHLAND CLIPPER CLUB,(859) 764-1394,"621 DEAN ST Baltimore, MD",0.42,Fast Food
902554,HILLEN RESTAURANT,(639) 782-5167,"1041 HILLEN ST Baltimore, MD",3.14,Cafe or Bistro
246845,HIPPOPOTAMUS (932-34),(872) 246-4290,"932 CHARLES ST Baltimore, MD",4.18,Fast Food
903241,HOGAN'S ALLEY,(894) 385-0762,"1501 COVINGTON ST Baltimore, MD",2.86,Family Style
672805,HOLIDAY HOUSE,(781) 601-6374,"6427 HARFORD RD Baltimore, MD",2.44,Cafe or Bistro
679507,HOLIDAY INN-INNER HARBOR,(856) 927-8866,"301 LOMBARD ST Baltimore, MD",1.92,Fast Casual
154716,HOLIDAY RESTAURANT,(660) 284-2786,"3570 HANOVER ST Baltimore, MD",1.97,Family Style
816154,HOLLINS STREET PUB,(549) 325-9709,"1214 HOLLINS STREET Baltimore, MD",3.54,Fine Dining
373128,HOLLINSWOOD INN,(339) 756-2815,"2839 ANNAPOLIS RD Baltimore, MD",3.53,Family Style
175389,HOLLYWOOD DINER,(305) 329-2146,"400 SARATOGA ST Baltimore, MD",4.06,Fast Food
696293,HOLY FRIJOLES,(831) 590-0171,"908 36TH ST Baltimore, MD",3.26,Fast Food
187219,HOMETOWN DELI,(275) 370-6954,"311 CALVERT ST Baltimore, MD",3.06,Fast Food
627634,HOMETOWN GIRL & COMPANY,(776) 443-1776,"1001 36TH ST Baltimore, MD",1.61,Fast Casual
679564,HONEY'S LOUNGE,(454) 437-6319,"1722 GOUGH ST Baltimore, MD",1.78,Cafe or Bistro
412253,HOOTERS OF AMERICA,(613) 271-2610,"301 LIGHT ST Baltimore, MD",0.3,Fast Food
380229,HOPKINS DELI,(926) 793-6410,"110 39TH ST Baltimore, MD",3.17,Fast Food
478310,HOPKINS PLAZA DELI,(668) 594-7763,"Hopkins Pl Baltimore, MD",1.03,Fast Food
589720,HOPKINS SUBWAY,(437) 434-4309,"3233 ST PAUL ST Baltimore, MD",3.08,Fast Food
816996,HORSEFEATHER'S PUB,(778) 211-2723,"40 STREEPER ST Baltimore, MD",0.41,Fine Dining
791705,HOT TOMATOES-CAF FORTUNATO,(357) 802-6055,"717 BROADWAY Baltimore, MD",1.4,Fast Casual
987256,HOULIHANS OF MARYLAND,(889) 646-2155,"621 PRATT ST Baltimore, MD",2.32,Fast Food
997007,HOWL AT THE MOON (AKA 22 MARKET PL),(673) 652-4026,"34 MARKET PL Baltimore, MD",2.54,Fine Dining
795794,HUCKAS,(870) 728-2928,"2324 BOSTON ST Baltimore, MD",0.29,Fast Casual
136144,HULL STREET BLUES,(979) 475-5355,"1222 HULL ST Baltimore, MD",2.27,Fast Casual
145732,HUNAN EMPIRE,(347) 286-1459,"849 FORT AVE Baltimore, MD",0.28,Fast Food
569389,HYATT REGENCY BALTIMORE (PISCES & BAR),(568) 676-7117,"300 LIGHT ST Baltimore, MD",1.02,Fast Food
219955,HYATT REGENCY BALTIMORE (Perks -LOBBY BAR),(950) 509-5621,"300 LIGHT ST Baltimore, MD",0.59,Fast Food
741553,HYATT REGENCY BALTIMORE (CAFETERIA),(544) 953-1536,"300 LIGHT ST Baltimore, MD",2.76,Cafe or Bistro
783574,HYATT REGENCY BALTIMORE (KITCHEN/BANQUET ROOM),(401) 263-5860,"300 LIGHT ST Baltimore, MD",4.1,Fast Food
839876,HYATT REGENCY OF BALTIMORE (Bistro-300 & Bar),(389) 572-2044,"300 LIGHT ST Baltimore, MD",0.33,Cafe or Bistro
147505,me BAR,(983) 889-0857,"2118 MARYLAND AVE Baltimore, MD",4.19,Fast Food
455333,"me.B.P.O.E. OF W., INCORPORATED",(959) 326-1805,"2008 HARFORD RD Baltimore, MD",3.39,Family Style
581234,me'CON INN,(289) 259-3445,"45 KRESSON ST Baltimore, MD",1.01,Family Style
602517,IGGIES,(983) 808-3630,"818 CALVERT ST Baltimore, MD",3.47,Fast Food
915143,IGUANA CANTINA BAR,(460) 660-7072,"124 MARKET PLACE Baltimore, MD",1.17,Cafe or Bistro
930809,IKAN SEAFOOD,(806) 448-1348,"529 BELVEDERE AVE Baltimore, MD",3.61,Cafe or Bistro
238902,IKAROS RESTAURANT,(901) 510-0522,"4805 EASTERN AVE Baltimore, MD",1.39,Fast Food
187879,IKE'S PLACE,(386) 599-6896,"2248 WILKENS Ave Baltimore, MD",2.47,Fast Food
333621,"IL MONDO,INC",(747) 623-0973,"217 HIGH ST Baltimore, MD",0.91,Fast Casual
627690,ILLUSIONS MAGIC BAR & LOUNGE,(954) 809-3815,"1025 27 S CHARLES ST Baltimore, MD",0.8,Cafe or Bistro
737124,IMPRESSED CAF,(420) 967-5400,"200 LEXINGTON ST Baltimore, MD",2.29,Fast Food
577647,INCOGNITO TAVERN,(896) 906-9432,"424 PAYSON ST Baltimore, MD",2.7,Fast Food
195705,INDIA RASOI RESTAURANT,(492) 217-7341,"411 HIGH ST Baltimore, MD",2.88,Fast Food
120071,INDIA TANDOOR,(288) 914-8592,"2101 CHARLES ST Baltimore, MD",1.88,Fast Food
144056,INDIGMA,(274) 262-2987,"802 CHARLES ST Baltimore, MD",0.81,Fine Dining
661907,INSIDE RAIL BAR,(638) 841-2525,"Hayward Ave Baltimore, MD",3.37,Fast Casual
472945,INTERCONTINENTAL HARBOR COURT-BRIGHTON'S,(351) 878-4981,"550 LIGHT ST Baltimore, MD",0.25,Fast Food
981896,INTERCONTINENTAL HARBOR-EXPRESSO,(845) 565-7370,"550 LIGHT ST Baltimore, MD",1.34,Fine Dining
325129,INTRINSICS RESTAURANT,(694) 674-8501,"5209 REISTERSTOWN RD Baltimore, MD",2.92,Fast Casual
932372,IRISH PUB,(946) 459-5345,"418 CLINTON ST Baltimore, MD",0.2,Fast Casual
651648,ISIS ( 226-228),(903) 875-3533,"226 PARK AVE Baltimore, MD",1.67,Fast Food
751156,ISLAND II,(560) 506-3124,"1928 FLEET ST Baltimore, MD",2.76,Fast Food
963194,ITALIANOS RESTAURANT CARRYOUT,(682) 833-7761,"2229 WASHINGTON BLVD Baltimore, MD",3.84,Fast Food
556830,ixia restaurant,(455) 584-3121,"518 charles st Baltimore, MD",0.93,Cafe or Bistro
952534,J & J LOUNGE,(693) 547-3240,"2738 BAKER ST Baltimore, MD",1.65,Fast Food
141763,J & J TAVERN,(279) 441-3443,"1801 RAMSAY ST Baltimore, MD",1.87,Cafe or Bistro
419251,J & M CORNER BAR,(879) 442-6883,"3527 BALTIMORE ST Baltimore, MD",3.2,Fast Food
891194,J & S BAR & LOUNGE,(385) 890-5183,"301 LONEYS LN Baltimore, MD",2.78,Family Style
572006,J RAY'S CAFE,(949) 271-1537,"900 CAREY ST Baltimore, MD",2.11,Family Style
839363,"J. PATRICK, INC.",(685) 229-3504,"1367 ANDRE ST Baltimore, MD",0.26,Fast Food
417534,J. PAUL'S,(456) 918-3202,"301 LIGHT ST Baltimore, MD",2.23,Cafe or Bistro
828553,J. T.'S SALOON,(677) 763-2112,"6317 BELAIR RD Baltimore, MD",1.23,Cafe or Bistro
564679,JACK'S BISTRO,(691) 565-1718,"3123 ELLIOTT ST Baltimore, MD",2.89,Fast Food
309668,JACK'S LIQUOR & LOUNGE,(247) 220-4129,"141 HAMBURG ST Baltimore, MD",3.19,Fast Food
893331,JAMES JOYCE IRISH PUB AND RESTAURANT,(484) 691-9158,"616 PRESIDENT ST Baltimore, MD",1.48,Family Style
443301,KAMP (2312-14),(985) 627-4319,"2312 BOSTON ST Baltimore, MD",1.31,Fine Dining
486712,KASBAH CAF,(338) 423-6658,"726 BROADWAY Baltimore, MD",1.35,Fast Food
594847,KAWASAKI CAF,(642) 298-7302,"907 ANN ST Baltimore, MD",2.24,Fast Food
285432,KAY-CEE CLUB,(586) 638-0994,"201 HOMELAND AVE Baltimore, MD",3.3,Family Style
690729,K'C' CORNER TAVERN,(724) 524-5756,"6626 HARFORD RD Baltimore, MD",2.06,Fast Food
407024,KELLY'S,(848) 757-8595,"2106 EASTERN AVE Baltimore, MD",3.66,Family Style
868277,KELLY'S BAR & LOUNGE,(825) 632-2154,"291 PULASKI ST Baltimore, MD",3.25,Fast Casual
990458,KENTUCKY FRIED CHICKEN,(267) 523-2678,"6219 BELAIR RD Baltimore, MD",4.05,Cafe or Bistro
843637,KENTUCKY FRIED CHICKEN,(962) 785-9172,"100 HOWARD ST Baltimore, MD",1.13,Family Style
718011,KENTUCKY FRIED CHICKEN,(281) 431-3498,"1821 ST PAUL ST Baltimore, MD",1.16,Fast Food
300158,KENTUCKY FRIED CHICKEN,(338) 668-1725,"2853 GREENMOUNT AVE Baltimore, MD",3.82,Cafe or Bistro
187181,KENTUCKY FRIED CHICKEN,(586) 616-5520,"3815 WILKENS AVE Baltimore, MD",2.11,Fast Food
776244,KENTUCKY FRIED CHICKEN,(368) 824-1211,"5625 O DONNELL ST Baltimore, MD",0.97,Family Style
948394,KENTUCKY FRIED CHICKEN Y070-074,(382) 534-3874,"3300 REISTERSTOWN RD Baltimore, MD",1.43,Cafe or Bistro
826354,KFC / LONG JOHN SILVERS,(651) 883-2981,"5000 SINCLAIR LN Baltimore, MD",4.14,Fast Casual
765343,KFC-Y320011,(301) 966-9011,"6600 REISTERSTOWN RD Baltimore, MD",3.38,Family Style
480148,KICK BACK JACK'S,(562) 503-7828,"4825 BELAIR RD Baltimore, MD",3.96,Fine Dining
738706,KIKU SUSHI RESTAURANT,(399) 204-7729,"1017 LIGHT ST Baltimore, MD",1.83,Family Style
411827,"KIMMY'S RESTAURANT & CARRYOUT, INC.",(491) 589-5923,"5732 WABASH AVE Baltimore, MD",2.86,Fast Food
386784,KIM'S LIQUORS,(218) 820-3785,"2863 NORTH AVE Baltimore, MD",2.07,Fast Food
914695,KIM'S RESTAURANT & CARRYOUT,(523) 531-5242,"1121 LIGHT ST Baltimore, MD",1.58,Fast Food
