business_id,categories
eSHq4UiJ9RL15IeDLJE8_g,"Dentists, Orthodontists, Health & Medical"
ioeB4akg9Ax-Wk8eIb7-eA,"Dentists, Cosmetic Dentists, Pediatric Dentists, General Dentistry, Health & Medical"
DcORKkHv5wN28vEkpRPo_A,"Dentists, Cosmetic Dentists, General Dentistry, Health & Medical, Periodontists"
IS66h0TmIN6b_EdGRQ3pUw,"Dentists, General Dentistry, Health & Medical, Oral Surgeons, Cosmetic Dentists"
hanQ3DSf26EtvFaypW19nA,"Dentists, Health & Medical, Cosmetic Dentists, Orthodontists, General Dentistry"
Gvp82xmMo5fad35uAH-B4A,"General Dentistry, Dentists, Health & Medical"
Alpy5eLsv_a1LyFAFk9PPg,"General Dentistry, Health & Medical, Oral Surgeons, Periodontists, Cosmetic Dentists, Dentists"
ASEYmCCUUkzlDsDMDRwm4Q,"Dentists, Health & Medical, General Dentistry"
q_XY73X9pxRkpXJnBHmJbg,"Health & Medical, Dentists, General Dentistry"
__Nv9WyOxNXyVQRcpE7aDQ,"Endodontists, Health & Medical, Dentists, Orthodontists, Cosmetic Dentists, General Dentistry"
k9nfd3oUEGjd8G1FMfLbMQ,"Health & Medical, Cosmetic Dentists, Periodontists, General Dentistry, Dentists"
1cCh0fuVULWtWhJPr95jIw,"Cosmetic Dentists, Pediatric Dentists, Dentists, Health & Medical, General Dentistry, Orthodontists"
Et0TZWDQnHG_0pZizToD2A,"Endodontists, Health & Medical, Cosmetic Dentists, General Dentistry, Dentists"
nHfzK0KlXgQNVs8fm4bZ-A,"Health & Medical, General Dentistry, Dentists, Orthodontists, Cosmetic Dentists"
OK7s4ob7Vm8K3nf85D_tfw,"Dentists, Endodontists, Health & Medical"
OGJips4GSFEeDh_RxyaM3g,"Dental Hygienists, Endodontists, Dentists, Periodontists, General Dentistry, Cosmetic Dentists, Health & Medical"
mqhtMsp5OwpeFGF9jhOzxQ,"Cosmetic Dentists, Health & Medical, Dentists, General Dentistry, Orthodontists, Endodontists"
mrow5k8PKO6mrof-e1LkVA,"Orthodontists, Dentists, Health & Medical, Periodontists"
1AbjEmqp2cFTO_L20_haDw,"Dentists, Oral Surgeons, Orthodontists, Health & Medical, Cosmetic Dentists, General Dentistry"
JAvYrPxBmICaMc73iB5KOw,"Health & Medical, Dentists"
A3enZ6j1HoBzhoaXuNPSeQ,"Health & Medical, Dentists, General Dentistry"
QilMRQQG_an3Tae3cEM1UA,"Health & Medical, Cosmetic Dentists, General Dentistry, Pediatric Dentists, Dentists"
2hgGr985AyZKYk0WZcbm6A,"Health & Medical, General Dentistry, Dentists"
3kZtT0xBZr43UVBrKV2L2w,"Dentists, Pediatric Dentists, Health & Medical"
oZPu9iJIcFApCgxAQO7AoQ,"General Dentistry, Health & Medical, Oral Surgeons, Orthodontists, Dentists"
LXbS74lLV4uK7zC56-FVGQ,"Health & Medical, Cosmetic Dentists, Dentists, General Dentistry, Orthodontists"
NpASSXpxMPTkFLyCQ9Q_Kw,"Medical Centers, Orthodontists, Periodontists, Doctors, General Dentistry, Health & Medical, Dentists, Cosmetic Dentists"
8EZFd_WKwRpsZXXsFvgI6A,"General Dentistry, Health & Medical, Dentists"
0SMtO3NR5F9B0fYThXF0gA,"General Dentistry, Health & Medical, Dentists"
Ri3sf5xe1IuGaSrgrqyHsA,"General Dentistry, Health & Medical, Pediatric Dentists, Endodontists, Dentists"
gNNrvnHxJvLI76TPzpvkQQ,"Dentists, Endodontists, Cosmetic Dentists, Oral Surgeons, Health & Medical, General Dentistry"
oHVXRD-WRHSGKNudy3rtsQ,"Dentists, General Dentistry, Health & Medical, Cosmetic Dentists, Orthodontists"
vgn13bL25UbCuN0eybb24Q,"Dentists, Periodontists, Health & Medical, Pediatric Dentists"
P7Vrk23PbYaWxHG2Q6n3pw,"Cosmetic Dentists, Health & Medical, Dentists, Pediatric Dentists, General Dentistry"
v8ZzN6mwChgP6ne3wsgnZQ,"Dentists, Periodontists, Health & Medical, Cosmetic Dentists, Beauty & Spas, Teeth Whitening, General Dentistry, Orthodontists"
k8UBePJRXAuNnUMZcn5Ccg,"Health & Medical, Dentists, General Dentistry"
Eh4Athvi4_V03wbfNEUU2g,"Dentists, Health & Medical"
KvHMc5aIiotl8-gZ-AQ2bw,"General Dentistry, Dentists, Health & Medical, Oral Surgeons, Cosmetic Dentists"
Il0YOKi4OPQVoHRIAlfeSg,"Health & Medical, Dentists"
iaRUGkE61UO5XGtbj8vbqg,"General Dentistry, Health & Medical, Dentists"
XS5Kkc5ukZUp-LXIUbZyJw,"Health & Medical, Medical Centers, Cosmetic Dentists, Dentists, General Dentistry"
OMX2UIEwm2q8KhO_v55Q0Q,"General Dentistry, Pediatric Dentists, Health & Medical, Orthodontists, Dental Hygienists, Dentists"
uTzZFspcDwLCQtSQg6sEYQ,"General Dentistry, Health & Medical, Dentists"
SkYwFHfCTKH3_r7YATBNfg,"Dentists, Health & Medical, Cosmetic Dentists, General Dentistry"
Cn4xjHk-6MnSaBqmMj7iSA,"Cosmetic Dentists, Health & Medical, Periodontists, General Dentistry, Web Design, Dentists, Orthodontists, Professional Services"
ZAwV5s0Xl1e6qTntJTNFeQ,"Oral Surgeons, Health & Medical, General Dentistry, Medical Centers, Cosmetic Dentists, Dentists"
oNLIQIcITdepv7MvL8H_Ew,"Orthodontists, General Dentistry, Cosmetic Dentists, Health & Medical, Dentists"
W6ThQGQNWwqaXnX6MBtEBg,"Dentists, Endodontists, Health & Medical, Orthodontists, General Dentistry, Cosmetic Dentists"
6HqtgGHRrEh6mkEheVauig,"Dentists, Health & Medical, General Dentistry"
Liqex1zvYQiOpQYnYGvtbA,"Health & Medical, Dentists, General Dentistry, Cosmetic Dentists"
bu1bVB50jp8tnF4qAHpt1g,"Health & Medical, Cosmetic Dentists, Dentists, General Dentistry, Oral Surgeons"
33R9DhcZBQ55N-gF1PSFKg,"Dentists, Cosmetic Dentists, Orthodontists, General Dentistry, Health & Medical"
xl8jk0FbszttHyI_vjozkA,"Cosmetic Dentists, Health & Medical, Dentists, General Dentistry"
NlHvb7LCOzTyX_mUqE_2dg,"Health & Medical, Dentists, Dental Hygienists, General Dentistry"
agSbkAR_-tBdjjbIdIX4wA,"Health & Medical, Doctors, Dentists, Oral Surgeons, Cosmetic Surgeons, General Dentistry"
wN2vNi8jgGT0Qfw5TWE9jA,"Oral Surgeons, Dentists, Health & Medical"
nFGgnBrQuIDPBI3DsHHHOg,"Health & Medical, General Dentistry, Dentists"
Kb56zg-WgIXMv4C66F80qw,"Dental Hygienists, General Dentistry, Dentists, Cosmetic Dentists, Health & Medical"
ttvMPORgZeMzGpTf0HlgcA,"Health & Medical, Dentists, General Dentistry, Orthodontists, Cosmetic Dentists"
DBU2PkMCYXHtHRHLtX1xQg,"Health & Medical, Dentists"
LuoKHe3yC6BDAgYpxk0how,"General Dentistry, Orthodontists, Dentists, Cosmetic Dentists, Health & Medical, Oral Surgeons"
DraJGFZrfVARyxdD08bxpA,"Dentists, Health & Medical, Periodontists, Oral Surgeons"
g_7u4hLLa6lHiV3ridMiQA,"Cosmetic Dentists, Dentists, Orthodontists, General Dentistry, Health & Medical"
QpUwsHvdUEXiJ4mW4HXOyA,"Health & Medical, Dentists, General Dentistry, Periodontists, Cosmetic Dentists"
3iuO-NOZCPCWMg3wyTBrZg,"Dentists, Health & Medical, General Dentistry, Cosmetic Dentists"
PrbGMwMVHFkKHsUg6Z2Yhg,"Pain Management, Doctors, General Dentistry, Dentists, Health & Medical"
1C5YKGhjdyieYo_l4OpS-w,"Health & Medical, Cosmetic Dentists, Dentists, General Dentistry, Pediatric Dentists"
x_bFAgO_Z-X1M0Hu2xQrRg,"General Dentistry, Cosmetic Dentists, Oral Surgeons, Dentists, Health & Medical"
ki3lZMCg9EY3W4_F5l_98w,"Beauty & Spas, General Dentistry, Dentists, Periodontists, Health & Medical, Teeth Whitening, Cosmetic Dentists"
SkRqx-hxVPLgV4K5hxNa9g,"Orthodontists, Dentists, Medical Centers, General Dentistry, Health & Medical, Pediatric Dentists, Cosmetic Dentists, Periodontists, Oral Surgeons"
OaaYPZ3A3rReLqGjAkvMuQ,"Health & Medical, General Dentistry, Oral Surgeons, Dentists, Pediatric Dentists"
GtPZB8NGvnDHxW_vM6BJQw,"Health & Medical, Dentists, Orthodontists"
7ATGF_w2-cmacDY0NC8vKw,"Dentists, Health & Medical, Orthodontists"
QE_VBrTkFHbD5bJqVT1skA,"Endodontists, General Dentistry, Cosmetic Dentists, Dentists, Health & Medical"
zgpfhTNtmv1qhSicVYyzgQ,"Health & Medical, Periodontists, Dentists"
-dJcek_ZOYsDxdyiRtwwDw,"Endodontists, General Dentistry, Oral Surgeons, Dentists, Health & Medical"
R5n8eHYn4RFNGY4A9kxCNA,"Orthodontists, Health & Medical, Dentists"
XrYpkLpqguumUS5iNzgnoA,"Oral Surgeons, Health & Medical, Dentists, Cosmetic Dentists, General Dentistry"
tLJZsE0qyBxcu6vXXqD3TQ,"General Dentistry, Health & Medical, Dentists"
kz2v2l5tG0hcHfSboBJksA,"Health & Medical, Dentists, Endodontists, Cosmetic Dentists, General Dentistry"
f7qTrFudeaA-hPTquGTWJQ,"Health & Medical, General Dentistry, Dentists"
2NdWt7oVAhDbc8ForCrdXA,"Health & Medical, Endodontists, Dentists"
-sYqrL0GXtQCu0_fvGBnCw,"Health & Medical, General Dentistry, Oral Surgeons, Periodontists, Cosmetic Dentists, Dentists"
gFJctBwmYp7wpADVgEbMHQ,"Health & Medical, Periodontists, Dentists, General Dentistry, Cosmetic Dentists"
xmtT0vr0ds5QDWzVVOTKOQ,"Health & Medical, General Dentistry, Teeth Whitening, Cosmetic Dentists, Dentists, Beauty & Spas, Endodontists"
jCwpb5mxGdrj1T-5NW-eXg,"General Dentistry, Dentists, Cosmetic Dentists, Orthodontists, Health & Medical"
z3FpxjZOsRy77e_C5nPtnw,"Dentists, Health & Medical, Endodontists, Orthodontists, Cosmetic Dentists, General Dentistry"
PH42kGjlQA1_zu2EHwV-zQ,"General Dentistry, Cosmetic Dentists, Dentists, Health & Medical"
DIqT7dKvri6EPDVYv5NdQA,"Orthodontists, Dentists, Health & Medical"
HoUQ1QFIk7DM72DjuztQYA,"General Dentistry, Dentists, Health & Medical"
QpDdv1SBudkBr5BlQw10Og,"Endodontists, Health & Medical, Dentists"
sHA7YuPuZ88dGqMc_8kp_A,"General Dentistry, Dentists, Health & Medical"
IHfbwKQ2CdrsXvagrWP_wA,"Health & Medical, Endodontists, Dentists"
KIQ66OWbiRuw6s68m9_Qng,"Health & Medical, Orthodontists, Dentists, Cosmetic Dentists"
FS1dGm6NRPRTw1oShucpeA,"Health & Medical, Dentists"
hrGpPFjnsB5QaoE5VCQBKQ,"Dentists, Health & Medical, General Dentistry, Dental Hygienists, Cosmetic Dentists"
CaiZTvX2fM6dZTUsWWkIRQ,"Dentists, General Dentistry, Cosmetic Dentists, Dental Hygienists, Oral Surgeons, Health & Medical, Pediatric Dentists"
ykSRyy7X8EwP92X11cA82g,"Cosmetic Dentists, Orthodontists, Dentists, Health & Medical, General Dentistry"
ou3ogTivJGZFXylFhNccBg,"Dentists, Pediatric Dentists, Periodontists, Cosmetic Dentists, General Dentistry, Health & Medical"
h9R6Cnfqp8wGntzc9Q60Dw,"Dentists, Health & Medical, Pediatric Dentists, Endodontists, General Dentistry"
R7-Art-yi73tWaRTuXXH7w,"General Dentistry, Dentists, Periodontists, Health & Medical, Beauty & Spas, Teeth Whitening"
dNMYNKhAAKo5O4WfrAPzcQ,"Pediatric Dentists, Cosmetic Dentists, General Dentistry, Dentists, Orthodontists, Health & Medical"
sbWT2T2qtPRzoKm3aXjdQg,"Orthodontists, Health & Medical, Dentists"
6ZTZZ8ZuvuHR6f1Tx_d0OQ,"General Dentistry, Health & Medical, Dentists"
BDCgk8mqOf9Fw_g8rDXxAA,"Cosmetic Dentists, Health & Medical, Oral Surgeons, General Dentistry, Dentists"
d6Lg2x_8MM4M-x-i_6J6cg,"Orthodontists, Health & Medical, Cosmetic Dentists, Dentists, Oral Surgeons, General Dentistry"
fy0kU41bW5HHgqgA_GJTsQ,"Health & Medical, General Dentistry, Cosmetic Dentists, Dentists, Orthodontists"
3kJZEAKKqOrw8JMut4dMdw,"Health & Medical, Dentists, Cosmetic Dentists, General Dentistry, Periodontists"
4FsnD0P7dyv--hdpyBYqXw,"Health & Medical, Dentists"
wZFQtn8-oMVSUDhmvtmMXQ,"Health & Medical, Dentists, Endodontists, General Dentistry"
ukwufGCnVoWUWPwiqkkduA,"Dentists, Periodontists, General Dentistry, Oral Surgeons, Health & Medical, Endodontists"
br8txgHHLOBV6KzwUx0wPA,"Cosmetic Dentists, Dentists, General Dentistry, Periodontists, Health & Medical"
JKD8TFBBbVU4h0zRja_UiA,"General Dentistry, Health & Medical, Cosmetic Dentists, Dentists"
bKifw6B1q9r41aYLIt85Jg,"Dentists, Health & Medical, Cosmetic Dentists, General Dentistry, Orthodontists"
NwRMjJTq3QeJpzfbP0I5ew,"Health & Medical, Dentists, General Dentistry"
Is-Q2Y2xy6lpyN2UBBTCUw,"Health & Medical, Cosmetic Dentists, Dentists, General Dentistry"
zaBMp_cO1Cpmc33e7lg5qw,"Health & Medical, General Dentistry, Dentists"
Uu492DI7p1i2ISVHvOBNtw,"Cosmetic Dentists, Dentists, Health & Medical"
pmY2OaZHs8PiHj06sk_dBA,"Dentists, Health & Medical, General Dentistry"
7PaDzjqzhT5I6GnrI24mlQ,"Dental Hygienists, Cosmetic Dentists, Health & Medical, Dentists"
M0IAIMki84lRGg3EzZJHfg,"Dentists, Cosmetic Dentists, Periodontists, Health & Medical, Endodontists"
i75CwroK5SjaEGekEQXIzg,"Cosmetic Dentists, General Dentistry, Urgent Care, Dentists, Health & Medical"
ExeQ2u8Qdbumw2BcoPn88Q,"Pediatric Dentists, Orthodontists, Dentists, Cosmetic Dentists, Health & Medical, General Dentistry"
AbWULuJq_cSHrfWc0nOB5A,"General Dentistry, Dentists, Oral Surgeons, Health & Medical"
KtsNATg3ToJUBeESn4zDhA,"Health & Medical, Dentists, Orthodontists"
EStDymyE7GbiORr0PKm25Q,"Health & Medical, Cosmetic Dentists, General Dentistry, Dentists"
1Np2xKwZ7shefFHCDEfioQ,"Health & Medical, General Dentistry, Cosmetic Dentists, Dentists, Periodontists"
ec6GIUfZs1CPaEtp513ZKA,"General Dentistry, Dentists, Health & Medical"
AupiOdUVoCmhZCWMkl35Rw,"Health & Medical, General Dentistry, Dentists"
WMZq37GTuDgxZQ4M0ufNEA,"Oral Surgeons, Health & Medical, General Dentistry, Dentists"
k3_XWlieybyKW4YKCdDCRw,"Dentists, Health & Medical, Cosmetic Dentists, General Dentistry, Oral Surgeons, Periodontists"
ni_Zuu7ytdEjm26VgCMzGQ,"Health & Medical, Dentists, General Dentistry"
m7r62LHstrkvHVobR4gRhA,"General Dentistry, Dentists, Periodontists, Health & Medical, Endodontists, Cosmetic Dentists"
a4OGYQkmI2znM6Q8pT583w,"General Dentistry, Orthodontists, Health & Medical, Pediatric Dentists, Dentists"
_bgfwCipaLUHscYOQkb4uQ,"Health & Medical, Orthodontists, Cosmetic Dentists, Oral Surgeons, General Dentistry, Dentists"
5xEZbmMOEFaDPD_6PQOb5w,"Dentists, Orthodontists, Cosmetic Dentists, General Dentistry, Health & Medical"
j6hx3JoGqC1DHGL9jkb0OQ,"Pediatric Dentists, Dentists, Health & Medical"
0X2CTFjc6Qb4MKm9MYphMQ,"Health & Medical, Dentists, Pediatric Dentists"
U0JrVn-0c_3todjAu0wulQ,"Dentists, Cosmetic Dentists, General Dentistry, Health & Medical"
S9jb_FnKqke3_sHqmCIJXg,"Pediatric Dentists, Endodontists, General Dentistry, Cosmetic Dentists, Dentists, Health & Medical"
-Xt5fQKFok2wQFAh7MzZLw,"Dentists, Orthodontists, General Dentistry, Health & Medical, Pediatric Dentists"
68MErw5ihghfLJY7ouxetg,"Internal Medicine, Dentists, Doctors, Health & Medical"
bGtvAPR_-8pIQ6fXxlDSiw,"Cosmetic Dentists, Dentists, Health & Medical, General Dentistry, Orthodontists"
J7hP7YIcPALQ3w0ozk87EA,"Dentists, Orthodontists, General Dentistry, Health & Medical"
QewZb96VnG_IdwvRE46BBA,"Cosmetic Dentists, General Dentistry, Health & Medical, Dentists"
crEc4J9GohAYEfp8LiTlvQ,"Cosmetic Dentists, General Dentistry, Health & Medical, Dentists"
i1LthhC9iPcQCJGBOQwVLg,"Dentists, Health & Medical, Cosmetic Dentists, General Dentistry, Orthodontists"
-TGcWqOKS4nOPObfjFEqqQ,"Dentists, General Dentistry, Cosmetic Dentists, Health & Medical"
0jTY4cIIt94bJLY0L2R7Jw,"Health & Medical, Cosmetic Dentists, Orthodontists, Dentists"
eSILD9dtyDApgcL5Lwxu9Q,"Dentists, Pediatric Dentists, Health & Medical"
XNpbOi-QrD-UYEmWATSUOw,"Orthodontists, Endodontists, Cosmetic Dentists, General Dentistry, Health & Medical, Dentists"
PTwBWF7kDa1uwfPjc3DbzA,"Health & Medical, General Dentistry, Dentists"
FPAYaxwYtzyT5T3CZ1MdNQ,"Cosmetic Dentists, General Dentistry, Dentists, Health & Medical"
nlla3a_nJ5J1S6Q9jcMHNA,"Dentists, General Dentistry, Health & Medical"
Ygne5-TsJRWo9C79_sw8Gw,"Oral Surgeons, Health & Medical, Dentists"
o3K4rI783YKJzZHGDZu_iw,"Health & Medical, Cosmetic Dentists, Dentists, Orthodontists"
fKXEC5ni8rbeHkKmhd4Mgg,"Dentists, Health & Medical"
-Mg-Ck6HITsRVPSUAa829A,"General Dentistry, Endodontists, Dentists, Cosmetic Dentists, Health & Medical"
iBpPxIL0oev_V4Ga3Dfrzw,"Dentists, Orthodontists, Health & Medical"
E19mme8RCIjnlATeLytTqg,"Dentists, Endodontists, Health & Medical"
7K-DoMVzjxZtUlYYUNHwUg,"Dentists, Health & Medical, Periodontists, Endodontists, Orthodontists"
rTwDesPNbL-Qde8pUfRcPg,"General Dentistry, Cosmetic Dentists, Dentists, Health & Medical, Oral Surgeons"
zyf4e5p_4X2cNc_WPIiTbg,"Health & Medical, Periodontists, Cosmetic Dentists, Dentists, General Dentistry"
8wiLpn3vpYN9mfy1Gqnv0Q,"Dentists, Health & Medical, Cosmetic Dentists, General Dentistry"
h2FjTIv_U09fmy2xz8Pcpw,"General Dentistry, Health & Medical, Dentists, Cosmetic Dentists, Periodontists, Prosthodontists"
yBPvOaqLmkaNqzV3KasKJQ,"Health & Medical, Dentists, General Dentistry"
vuZ3J73jUJJbKEPLbuzNMQ,"Dentists, Health & Medical, Cosmetic Dentists"
3QROf9tDhkUUdAAy0GpTxg,"Dentists, Oral Surgeons, Health & Medical"
wTkPP44piwAwGw9KNlwEgQ,"Health & Medical, Dentists, Cosmetic Dentists, Periodontists, General Dentistry"
jwthEyRtWzZtDuDWfcKzfA,"Dentists, General Dentistry, Health & Medical"
U5dSkHKHhmGRT6qD8YY1pQ,"Periodontists, Cosmetic Dentists, Prosthodontists, Health & Medical, Dentists"
9gRYMGEHIzGq3HXh0GMJ2Q,"Oral Surgeons, Health & Medical, Dentists, General Dentistry, Cosmetic Dentists, Orthodontists"
BhcpdT3W7YeyFeVAWPolkQ,"Health & Medical, Dentists, Endodontists"
WlkqpB8PJ_ZhPVXzYYai0A,"Orthodontists, Dentists, Health & Medical"
ACo1s-vuEDgOn6pA8z3y7g,"General Dentistry, Dentists, Counseling & Mental Health, Health & Medical"
ATFz8z7w4i9kKt2vh-I4Ag,"General Dentistry, Cosmetic Dentists, Health & Medical, Dentists"
ki2PO5b4p3eO4-IZzTFcFQ,"Dentists, General Dentistry, Health & Medical"
M4GKURQxqqO2xhSrfeTFqg,"Pediatric Dentists, Dentists, Health & Medical"
72oMUyOEaoxl_mepI3mXZw,"Health & Medical, Cosmetic Dentists, Dentists, General Dentistry, Periodontists"
nIHKOY7NMU-mspWlgmYgeQ,"Health & Medical, Dentists, General Dentistry"
gdLTcQ9uJu5IM01ZSg3yZQ,"Cosmetic Dentists, Health & Medical, General Dentistry, Dentists"
joBg4bJrd2emx1MR1GULXA,"Cosmetic Dentists, Dentists, General Dentistry, Periodontists, Health & Medical, Endodontists"
yD0HFLc78gUIoUyeLDOZmw,"Orthodontists, Dentists, Health & Medical"
m7Xo-WioJMkeGPj8bVyS4w,"Health & Medical, General Dentistry, Dentists"
4I09qOTHWjRvtknM_yVd-Q,"Cosmetic Dentists, Health & Medical, General Dentistry, Orthodontists, Dentists"
fazA5OmuT6VGyRrmMdS49w,"Health & Medical, Oral Surgeons, Dentists"
Rb1y-YF0jTfQsMOrk296NQ,"Orthodontists, Oral Surgeons, Health & Medical, General Dentistry, Dentists, Pediatric Dentists"
TTBa_IlUz2S39yt2Gpjb7Q,"Cosmetic Dentists, Endodontists, Periodontists, Orthodontists, General Dentistry, Dentists, Health & Medical"
SN5dv4dILf3iiSwpSq8Lxw,"Dentists, Orthodontists, Health & Medical"
SW8F-SSb_AN6Qd2CH3UH_g,"General Dentistry, Health & Medical, Periodontists, Cosmetic Dentists, Endodontists, Dentists"
52Byg2gliMCKJnkYYqga8Q,"Orthodontists, Cosmetic Dentists, Health & Medical, Oral Surgeons, Dentists, General Dentistry"
Kf7BkRyLGCvpScweezL-cg,"Pediatric Dentists, Health & Medical, General Dentistry, Cosmetic Dentists, Periodontists, Dentists"
7TKa8-2TKWFeVlEyxp8lhQ,"Dentists, Oral Surgeons, Health & Medical"
_FasIfdzrhrvFYhSSFM0Wg,"Health & Medical, Cosmetic Dentists, Dentists"
hvD1RSW6qfwSCe3upiw-ZQ,"Dentists, Health & Medical, Cosmetic Dentists, Periodontists, General Dentistry"
EeuXipW5hKLYcMX3aoBs-w,"Cosmetic Dentists, Dentists, Endodontists, General Dentistry, Orthodontists, Health & Medical"
IH6uHllje0E5F88HnCZbUg,"Oral Surgeons, Dentists, Orthodontists, Beauty & Spas, General Dentistry, Teeth Whitening, Health & Medical"
4MrusVECLp3MW1Lz220wZw,"Dentists, Health & Medical, Cosmetic Dentists"
3UScLBD2K1jdCqR-FzIRHA,"General Dentistry, Dentists, Health & Medical, Periodontists, Cosmetic Dentists"
G87TxCv4mL928p1BmVkoBw,"Health & Medical, General Dentistry, Cosmetic Dentists, Dentists, Pediatric Dentists"
B4gRFwclvUEv0Y546aE7nQ,"Orthodontists, General Dentistry, Health & Medical, Dentists, Cosmetic Dentists"
bCSNYet5tenkHeakXXxgEg,"Health & Medical, General Dentistry, Oral Surgeons, Dentists, Cosmetic Dentists"
rpVXQrchKgFP3LXZPHjCGA,"Cosmetic Dentists, Health & Medical, General Dentistry, Dentists, Endodontists"
xPTVSitfXFZWkjvnQNUH2A,"Health & Medical, General Dentistry, Dentists"
z_bl6RGmzjUkS0Egip2UvQ,"General Dentistry, Dentists, Orthodontists, Cosmetic Dentists, Health & Medical"
nA4tXGdktnaU25JyKBaHhA,"Dentists, General Dentistry, Health & Medical"
qC58zYY0kdmJnafFXKutHw,"Health & Medical, Cosmetics & Beauty Supply, Cosmetic Dentists, Orthodontists, Dentists, Beauty & Spas, Shopping"
IKg2jESxp85vtnomHsmdYw,"General Dentistry, Health & Medical, Dentists, Oral Surgeons, Cosmetic Dentists"
zlcFQ4W_SI23JAWhPOP4cw,"Orthodontists, Dentists, General Dentistry, Cosmetic Dentists, Health & Medical"
SV763O9r2HU99wKYp63XLg,"Dentists, Health & Medical, Cosmetic Dentists, General Dentistry"
n8hHCeKyO9Z7vnCmk4Tbuw,"Oral Surgeons, Dentists, Health & Medical"
6N2R8ibvfL2c9D5t-8gKAg,"Dentists, Oral Surgeons, Health & Medical"
SpEsqL_HEIazk6jt_SETbw,"General Dentistry, Health & Medical, Dentists, Pediatric Dentists, Cosmetic Dentists, Endodontists"
ZtbRBTL6IuvO271fsRyHQA,"Periodontists, Orthodontists, Cosmetic Dentists, Health & Medical, Dentists, Dental Hygienists, General Dentistry"
hjZR32h_d3N2TpZL0J1j6A,"Health & Medical, Periodontists, Dentists, General Dentistry, Pediatric Dentists"
9geMWsCZDroA3-0qwYPjBQ,"Health & Medical, General Dentistry, Dentists, Cosmetic Dentists, Endodontists"
6h5neY7RChgvuRDerDxIZw,"Health & Medical, Dentists, Periodontists, Oral Surgeons"
1a-JZUjM6fMFkp5DZl2tlw,"General Dentistry, Dentists, Health & Medical"
huc-XkkjVRCipP9gzFmi8A,"General Dentistry, Cosmetic Dentists, Oral Surgeons, Dentists, Health & Medical, Pediatric Dentists, Orthodontists"
Nf4c0Shgm4HhGd3li9Uh-w,"Health & Medical, Pediatric Dentists, General Dentistry, Orthodontists, Dentists"
vu9w5uyqitVBteAv00Rjow,"Health & Medical, Sleep Specialists, Dentists, General Dentistry"
MHg6hBQDnfWHpI2iYbtnTA,"Health & Medical, Dentists, General Dentistry"
GeXhu9pFWSmu4swj4l-LLg,"Dentists, General Dentistry, Cosmetic Dentists, Health & Medical"
UlKr9bYIaa17ED5l5HxmKw,"Health & Medical, General Dentistry, Diagnostic Imaging, Diagnostic Services, Orthodontists, Dentists, Cosmetic Dentists, Endodontists"
9cUsM7MuoPG52sJx5F7OxQ,"Health & Medical, Dentists, Pediatric Dentists, Cosmetic Dentists, General Dentistry"
zkKm052FCirHvauduRtW_g,"Dentists, General Dentistry, Endodontists, Health & Medical, Cosmetic Dentists"
tqKkv8xQ4s7JQPRyCodUjg,"General Dentistry, Dentists, Health & Medical"
CP_k6p66cibHWW5R3TtXAA,"Dentists, Cosmetic Dentists, Periodontists, Endodontists, Health & Medical, General Dentistry"
2dUUxipPkoUWkfR3Uv3G6w,"Dentists, Health & Medical"
UDQTc-2C5g9WLLvzm7rWHQ,"Pediatric Dentists, Health & Medical, Orthodontists, Dentists"
9wTLiGqGwyrahL4400hHiQ,"Health & Medical, Dentists, General Dentistry"
a6V9e-gItACG5YmfR6xpJg,"Dentists, Endodontists, Periodontists, Cosmetic Dentists, Health & Medical, General Dentistry"
L3rUfrvH2_pDpL12FEO3Ew,"Dentists, Health & Medical, Orthodontists"
ym41jnvs6FLa5c5c6ivA6Q,"Dentists, Cosmetic Dentists, General Dentistry, Periodontists, Health & Medical"
j0FnKsbOrXAun4PjC_HR2g,"Dentists, General Dentistry, Health & Medical"
MH9DQAL8oQ94KDK6A7y0fQ,"Cosmetic Dentists, Dentists, Health & Medical, Oral Surgeons, General Dentistry"
gztBn7PPxmaNMeG5AcnU_w,"Endodontists, Dentists, Health & Medical, General Dentistry"
haUUiLb78u57VWyc7HYqOw,"Cosmetic Dentists, Dentists, General Dentistry, Endodontists, Health & Medical"
jTtmYasf56EvcmEMO_8tkA,"Cosmetic Dentists, Endodontists, General Dentistry, Health & Medical, Dentists"
NczmALAiqjAjKGJJMHtdaQ,"Health & Medical, General Dentistry, Dentists, Pediatric Dentists, Oral Surgeons"
6CdnzX_lR_PS93q6omTF1A,"Dentists, General Dentistry, Prosthodontists, Health & Medical"
0ezLZpAOJNPfbT2Hpnngow,"Oral Surgeons, Cosmetic Dentists, Health & Medical, General Dentistry, Dentists"
4ztVRM5aISy1cjLhNB8uQA,"Pediatric Dentists, Dentists, Periodontists, Health & Medical, General Dentistry"
2oUSOejHypMFcbOkZUMS7A,"General Dentistry, Dentists, Cosmetic Dentists, Health & Medical"
UfF34c3RxxqYg4sXfte8gQ,"Cosmetic Dentists, Health & Medical, General Dentistry, Oral Surgeons, Dentists"
c_VQPfcz11Uo8WwtR11LOg,"Dentists, General Dentistry, Health & Medical"
GvXGV5liOBpjqOtsrEAdAQ,"Dentists, Pediatric Dentists, Health & Medical, Cosmetic Dentists, Orthodontists, Periodontists"
Tn_dP2n2ij_VtBflhNNUMg,"Oral Surgeons, Health & Medical, Doctors, Dentists"
