categories	business_id
"General Dentistry, Dentists, Health & Medical"	HoUQ1QFIk7DM72DjuztQYA
"Endodontists, Health & Medical, Dentists"	QpDdv1SBudkBr5BlQw10Og
"General Dentistry, Dentists, Health & Medical"	sHA7YuPuZ88dGqMc_8kp_A
"Health & Medical, Endodontists, Dentists"	IHfbwKQ2CdrsXvagrWP_wA
"Health & Medical, Orthodontists, Dentists, Cosmetic Dentists"	KIQ66OWbiRuw6s68m9_Qng
"Health & Medical, Dentists"	FS1dGm6NRPRTw1oShucpeA
"Dentists, Health & Medical, General Dentistry, Dental Hygienists, Cosmetic Dentists"	hrGpPFjnsB5QaoE5VCQBKQ
"Dentists, General Dentistry, Cosmetic Dentists, Dental Hygienists, Oral Surgeons, Health & Medical, Pediatric Dentists"	CaiZTvX2fM6dZTUsWWkIRQ
"Cosmetic Dentists, Orthodontists, Dentists, Health & Medical, General Dentistry"	ykSRyy7X8EwP92X11cA82g
"Dentists, Pediatric Dentists, Periodontists, Cosmetic Dentists, General Dentistry, Health & Medical"	ou3ogTivJGZFXylFhNccBg
"Dentists, Health & Medical, Pediatric Dentists, Endodontists, General Dentistry"	h9R6Cnfqp8wGntzc9Q60Dw
"General Dentistry, Dentists, Periodontists, Health & Medical, Beauty & Spas, Teeth Whitening"	R7-Art-yi73tWaRTuXXH7w
"Pediatric Dentists, Cosmetic Dentists, General Dentistry, Dentists, Orthodontists, Health & Medical"	dNMYNKhAAKo5O4WfrAPzcQ
"Orthodontists, Health & Medical, Dentists"	sbWT2T2qtPRzoKm3aXjdQg
"General Dentistry, Health & Medical, Dentists"	6ZTZZ8ZuvuHR6f1Tx_d0OQ
"Cosmetic Dentists, Health & Medical, Oral Surgeons, General Dentistry, Dentists"	BDCgk8mqOf9Fw_g8rDXxAA
"Orthodontists, Health & Medical, Cosmetic Dentists, Dentists, Oral Surgeons, General Dentistry"	d6Lg2x_8MM4M-x-i_6J6cg
"Health & Medical, General Dentistry, Cosmetic Dentists, Dentists, Orthodontists"	fy0kU41bW5HHgqgA_GJTsQ
"Health & Medical, Dentists, Cosmetic Dentists, General Dentistry, Periodontists"	3kJZEAKKqOrw8JMut4dMdw
"Health & Medical, Dentists"	4FsnD0P7dyv--hdpyBYqXw
"Health & Medical, Dentists, Endodontists, General Dentistry"	wZFQtn8-oMVSUDhmvtmMXQ
"Dentists, Periodontists, General Dentistry, Oral Surgeons, Health & Medical, Endodontists"	ukwufGCnVoWUWPwiqkkduA
"Cosmetic Dentists, Dentists, General Dentistry, Periodontists, Health & Medical"	br8txgHHLOBV6KzwUx0wPA
"General Dentistry, Health & Medical, Cosmetic Dentists, Dentists"	JKD8TFBBbVU4h0zRja_UiA
"Dentists, Health & Medical, Cosmetic Dentists, General Dentistry, Orthodontists"	bKifw6B1q9r41aYLIt85Jg
"Health & Medical, Dentists, General Dentistry"	NwRMjJTq3QeJpzfbP0I5ew
"Health & Medical, Cosmetic Dentists, Dentists, General Dentistry"	Is-Q2Y2xy6lpyN2UBBTCUw
"Health & Medical, General Dentistry, Dentists"	zaBMp_cO1Cpmc33e7lg5qw
"Cosmetic Dentists, Dentists, Health & Medical"	Uu492DI7p1i2ISVHvOBNtw
"Dentists, Health & Medical, General Dentistry"	pmY2OaZHs8PiHj06sk_dBA
"Dental Hygienists, Cosmetic Dentists, Health & Medical, Dentists"	7PaDzjqzhT5I6GnrI24mlQ
"Dentists, Cosmetic Dentists, Periodontists, Health & Medical, Endodontists"	M0IAIMki84lRGg3EzZJHfg
"Cosmetic Dentists, General Dentistry, Urgent Care, Dentists, Health & Medical"	i75CwroK5SjaEGekEQXIzg
"Pediatric Dentists, Orthodontists, Dentists, Cosmetic Dentists, Health & Medical, General Dentistry"	ExeQ2u8Qdbumw2BcoPn88Q
"General Dentistry, Dentists, Oral Surgeons, Health & Medical"	AbWULuJq_cSHrfWc0nOB5A
"Health & Medical, Dentists, Orthodontists"	KtsNATg3ToJUBeESn4zDhA
"Health & Medical, Cosmetic Dentists, General Dentistry, Dentists"	EStDymyE7GbiORr0PKm25Q
"Health & Medical, General Dentistry, Cosmetic Dentists, Dentists, Periodontists"	1Np2xKwZ7shefFHCDEfioQ
"General Dentistry, Dentists, Health & Medical"	ec6GIUfZs1CPaEtp513ZKA
"Health & Medical, General Dentistry, Dentists"	AupiOdUVoCmhZCWMkl35Rw
"Oral Surgeons, Health & Medical, General Dentistry, Dentists"	WMZq37GTuDgxZQ4M0ufNEA
"Dentists, Health & Medical, Cosmetic Dentists, General Dentistry, Oral Surgeons, Periodontists"	k3_XWlieybyKW4YKCdDCRw
"Health & Medical, Dentists, General Dentistry"	ni_Zuu7ytdEjm26VgCMzGQ
"General Dentistry, Dentists, Periodontists, Health & Medical, Endodontists, Cosmetic Dentists"	m7r62LHstrkvHVobR4gRhA
"General Dentistry, Orthodontists, Health & Medical, Pediatric Dentists, Dentists"	a4OGYQkmI2znM6Q8pT583w
"Health & Medical, Orthodontists, Cosmetic Dentists, Oral Surgeons, General Dentistry, Dentists"	_bgfwCipaLUHscYOQkb4uQ
"Dentists, Orthodontists, Cosmetic Dentists, General Dentistry, Health & Medical"	5xEZbmMOEFaDPD_6PQOb5w
"Pediatric Dentists, Dentists, Health & Medical"	j6hx3JoGqC1DHGL9jkb0OQ
"Health & Medical, Dentists, Pediatric Dentists"	0X2CTFjc6Qb4MKm9MYphMQ
"Dentists, Cosmetic Dentists, General Dentistry, Health & Medical"	U0JrVn-0c_3todjAu0wulQ
"Pediatric Dentists, Endodontists, General Dentistry, Cosmetic Dentists, Dentists, Health & Medical"	S9jb_FnKqke3_sHqmCIJXg
"Dentists, Orthodontists, General Dentistry, Health & Medical, Pediatric Dentists"	#NAME?
"Internal Medicine, Dentists, Doctors, Health & Medical"	68MErw5ihghfLJY7ouxetg
"Cosmetic Dentists, Dentists, Health & Medical, General Dentistry, Orthodontists"	bGtvAPR_-8pIQ6fXxlDSiw
"Dentists, Orthodontists, General Dentistry, Health & Medical"	J7hP7YIcPALQ3w0ozk87EA
"Cosmetic Dentists, General Dentistry, Health & Medical, Dentists"	QewZb96VnG_IdwvRE46BBA
"Cosmetic Dentists, General Dentistry, Health & Medical, Dentists"	crEc4J9GohAYEfp8LiTlvQ
"Dentists, Health & Medical, Cosmetic Dentists, General Dentistry, Orthodontists"	i1LthhC9iPcQCJGBOQwVLg
"Dentists, General Dentistry, Cosmetic Dentists, Health & Medical"	#NAME?
"Health & Medical, Cosmetic Dentists, Orthodontists, Dentists"	0jTY4cIIt94bJLY0L2R7Jw
"Dentists, Pediatric Dentists, Health & Medical"	eSILD9dtyDApgcL5Lwxu9Q
"Orthodontists, Endodontists, Cosmetic Dentists, General Dentistry, Health & Medical, Dentists"	XNpbOi-QrD-UYEmWATSUOw
"Health & Medical, General Dentistry, Dentists"	PTwBWF7kDa1uwfPjc3DbzA
"Cosmetic Dentists, General Dentistry, Dentists, Health & Medical"	FPAYaxwYtzyT5T3CZ1MdNQ
"Dentists, General Dentistry, Health & Medical"	nlla3a_nJ5J1S6Q9jcMHNA
"Oral Surgeons, Health & Medical, Dentists"	Ygne5-TsJRWo9C79_sw8Gw
"Health & Medical, Cosmetic Dentists, Dentists, Orthodontists"	o3K4rI783YKJzZHGDZu_iw
"Dentists, Health & Medical"	fKXEC5ni8rbeHkKmhd4Mgg
"General Dentistry, Endodontists, Dentists, Cosmetic Dentists, Health & Medical"	#NAME?
"Dentists, Orthodontists, Health & Medical"	iBpPxIL0oev_V4Ga3Dfrzw
"Dentists, Endodontists, Health & Medical"	E19mme8RCIjnlATeLytTqg
"Dentists, Health & Medical, Periodontists, Endodontists, Orthodontists"	7K-DoMVzjxZtUlYYUNHwUg
"General Dentistry, Cosmetic Dentists, Dentists, Health & Medical, Oral Surgeons"	rTwDesPNbL-Qde8pUfRcPg
"Health & Medical, Periodontists, Cosmetic Dentists, Dentists, General Dentistry"	zyf4e5p_4X2cNc_WPIiTbg
"Dentists, Health & Medical, Cosmetic Dentists, General Dentistry"	8wiLpn3vpYN9mfy1Gqnv0Q
"General Dentistry, Health & Medical, Dentists, Cosmetic Dentists, Periodontists, Prosthodontists"	h2FjTIv_U09fmy2xz8Pcpw
"Health & Medical, Dentists, General Dentistry"	yBPvOaqLmkaNqzV3KasKJQ
"Dentists, Health & Medical, Cosmetic Dentists"	vuZ3J73jUJJbKEPLbuzNMQ
"Dentists, Oral Surgeons, Health & Medical"	3QROf9tDhkUUdAAy0GpTxg
"Health & Medical, Dentists, Cosmetic Dentists, Periodontists, General Dentistry"	wTkPP44piwAwGw9KNlwEgQ
"Dentists, General Dentistry, Health & Medical"	jwthEyRtWzZtDuDWfcKzfA
"Periodontists, Cosmetic Dentists, Prosthodontists, Health & Medical, Dentists"	U5dSkHKHhmGRT6qD8YY1pQ
"Oral Surgeons, Health & Medical, Dentists, General Dentistry, Cosmetic Dentists, Orthodontists"	9gRYMGEHIzGq3HXh0GMJ2Q
"Health & Medical, Dentists, Endodontists"	BhcpdT3W7YeyFeVAWPolkQ
"Orthodontists, Dentists, Health & Medical"	WlkqpB8PJ_ZhPVXzYYai0A
"General Dentistry, Dentists, Counseling & Mental Health, Health & Medical"	ACo1s-vuEDgOn6pA8z3y7g
"General Dentistry, Cosmetic Dentists, Health & Medical, Dentists"	ATFz8z7w4i9kKt2vh-I4Ag
"Dentists, General Dentistry, Health & Medical"	ki2PO5b4p3eO4-IZzTFcFQ
"Pediatric Dentists, Dentists, Health & Medical"	M4GKURQxqqO2xhSrfeTFqg
"Health & Medical, Cosmetic Dentists, Dentists, General Dentistry, Periodontists"	72oMUyOEaoxl_mepI3mXZw
"Health & Medical, Dentists, General Dentistry"	nIHKOY7NMU-mspWlgmYgeQ
"Cosmetic Dentists, Health & Medical, General Dentistry, Dentists"	gdLTcQ9uJu5IM01ZSg3yZQ
"Cosmetic Dentists, Dentists, General Dentistry, Periodontists, Health & Medical, Endodontists"	joBg4bJrd2emx1MR1GULXA
"Orthodontists, Dentists, Health & Medical"	yD0HFLc78gUIoUyeLDOZmw
"Health & Medical, General Dentistry, Dentists"	m7Xo-WioJMkeGPj8bVyS4w
"Cosmetic Dentists, Health & Medical, General Dentistry, Orthodontists, Dentists"	4I09qOTHWjRvtknM_yVd-Q
"Health & Medical, Oral Surgeons, Dentists"	fazA5OmuT6VGyRrmMdS49w
"Orthodontists, Oral Surgeons, Health & Medical, General Dentistry, Dentists, Pediatric Dentists"	Rb1y-YF0jTfQsMOrk296NQ
"Cosmetic Dentists, Endodontists, Periodontists, Orthodontists, General Dentistry, Dentists, Health & Medical"	TTBa_IlUz2S39yt2Gpjb7Q
"Dentists, Orthodontists, Health & Medical"	SN5dv4dILf3iiSwpSq8Lxw
"General Dentistry, Health & Medical, Periodontists, Cosmetic Dentists, Endodontists, Dentists"	SW8F-SSb_AN6Qd2CH3UH_g
"Orthodontists, Cosmetic Dentists, Health & Medical, Oral Surgeons, Dentists, General Dentistry"	52Byg2gliMCKJnkYYqga8Q
"Pediatric Dentists, Health & Medical, General Dentistry, Cosmetic Dentists, Periodontists, Dentists"	Kf7BkRyLGCvpScweezL-cg
"Dentists, Oral Surgeons, Health & Medical"	7TKa8-2TKWFeVlEyxp8lhQ
"Health & Medical, Cosmetic Dentists, Dentists"	_FasIfdzrhrvFYhSSFM0Wg
"Dentists, Health & Medical, Cosmetic Dentists, Periodontists, General Dentistry"	hvD1RSW6qfwSCe3upiw-ZQ
"Cosmetic Dentists, Dentists, Endodontists, General Dentistry, Orthodontists, Health & Medical"	EeuXipW5hKLYcMX3aoBs-w
"Oral Surgeons, Dentists, Orthodontists, Beauty & Spas, General Dentistry, Teeth Whitening, Health & Medical"	IH6uHllje0E5F88HnCZbUg
"Dentists, Health & Medical, Cosmetic Dentists"	4MrusVECLp3MW1Lz220wZw
"General Dentistry, Dentists, Health & Medical, Periodontists, Cosmetic Dentists"	3UScLBD2K1jdCqR-FzIRHA
"Health & Medical, General Dentistry, Cosmetic Dentists, Dentists, Pediatric Dentists"	G87TxCv4mL928p1BmVkoBw
"Orthodontists, General Dentistry, Health & Medical, Dentists, Cosmetic Dentists"	B4gRFwclvUEv0Y546aE7nQ
"Health & Medical, General Dentistry, Oral Surgeons, Dentists, Cosmetic Dentists"	bCSNYet5tenkHeakXXxgEg
"Cosmetic Dentists, Health & Medical, General Dentistry, Dentists, Endodontists"	rpVXQrchKgFP3LXZPHjCGA
"Health & Medical, General Dentistry, Dentists"	xPTVSitfXFZWkjvnQNUH2A
"General Dentistry, Dentists, Orthodontists, Cosmetic Dentists, Health & Medical"	z_bl6RGmzjUkS0Egip2UvQ
"Dentists, General Dentistry, Health & Medical"	nA4tXGdktnaU25JyKBaHhA
"Health & Medical, Cosmetics & Beauty Supply, Cosmetic Dentists, Orthodontists, Dentists, Beauty & Spas, Shopping"	qC58zYY0kdmJnafFXKutHw
"General Dentistry, Health & Medical, Dentists, Oral Surgeons, Cosmetic Dentists"	IKg2jESxp85vtnomHsmdYw
"Orthodontists, Dentists, General Dentistry, Cosmetic Dentists, Health & Medical"	zlcFQ4W_SI23JAWhPOP4cw
"Dentists, Health & Medical, Cosmetic Dentists, General Dentistry"	SV763O9r2HU99wKYp63XLg
"Oral Surgeons, Dentists, Health & Medical"	n8hHCeKyO9Z7vnCmk4Tbuw
"Dentists, Oral Surgeons, Health & Medical"	6N2R8ibvfL2c9D5t-8gKAg
"General Dentistry, Health & Medical, Dentists, Pediatric Dentists, Cosmetic Dentists, Endodontists"	SpEsqL_HEIazk6jt_SETbw
"Periodontists, Orthodontists, Cosmetic Dentists, Health & Medical, Dentists, Dental Hygienists, General Dentistry"	ZtbRBTL6IuvO271fsRyHQA
"Health & Medical, Periodontists, Dentists, General Dentistry, Pediatric Dentists"	hjZR32h_d3N2TpZL0J1j6A
"Health & Medical, General Dentistry, Dentists, Cosmetic Dentists, Endodontists"	9geMWsCZDroA3-0qwYPjBQ
"Health & Medical, Dentists, Periodontists, Oral Surgeons"	6h5neY7RChgvuRDerDxIZw
"General Dentistry, Dentists, Health & Medical"	1a-JZUjM6fMFkp5DZl2tlw
"General Dentistry, Cosmetic Dentists, Oral Surgeons, Dentists, Health & Medical, Pediatric Dentists, Orthodontists"	huc-XkkjVRCipP9gzFmi8A
"Health & Medical, Pediatric Dentists, General Dentistry, Orthodontists, Dentists"	Nf4c0Shgm4HhGd3li9Uh-w
"Health & Medical, Sleep Specialists, Dentists, General Dentistry"	vu9w5uyqitVBteAv00Rjow
"Health & Medical, Dentists, General Dentistry"	MHg6hBQDnfWHpI2iYbtnTA
"Dentists, General Dentistry, Cosmetic Dentists, Health & Medical"	GeXhu9pFWSmu4swj4l-LLg
"Health & Medical, General Dentistry, Diagnostic Imaging, Diagnostic Services, Orthodontists, Dentists, Cosmetic Dentists, Endodontists"	UlKr9bYIaa17ED5l5HxmKw
"Health & Medical, Dentists, Pediatric Dentists, Cosmetic Dentists, General Dentistry"	9cUsM7MuoPG52sJx5F7OxQ
"Dentists, General Dentistry, Endodontists, Health & Medical, Cosmetic Dentists"	zkKm052FCirHvauduRtW_g
"General Dentistry, Dentists, Health & Medical"	tqKkv8xQ4s7JQPRyCodUjg
"Dentists, Cosmetic Dentists, Periodontists, Endodontists, Health & Medical, General Dentistry"	CP_k6p66cibHWW5R3TtXAA
"Dentists, Health & Medical"	2dUUxipPkoUWkfR3Uv3G6w
"Pediatric Dentists, Health & Medical, Orthodontists, Dentists"	UDQTc-2C5g9WLLvzm7rWHQ
"Health & Medical, Dentists, General Dentistry"	9wTLiGqGwyrahL4400hHiQ
"Dentists, Endodontists, Periodontists, Cosmetic Dentists, Health & Medical, General Dentistry"	a6V9e-gItACG5YmfR6xpJg
"Dentists, Health & Medical, Orthodontists"	L3rUfrvH2_pDpL12FEO3Ew
"Dentists, Cosmetic Dentists, General Dentistry, Periodontists, Health & Medical"	ym41jnvs6FLa5c5c6ivA6Q
"Dentists, General Dentistry, Health & Medical"	j0FnKsbOrXAun4PjC_HR2g
"Cosmetic Dentists, Dentists, Health & Medical, Oral Surgeons, General Dentistry"	MH9DQAL8oQ94KDK6A7y0fQ
"Endodontists, Dentists, Health & Medical, General Dentistry"	gztBn7PPxmaNMeG5AcnU_w
"Cosmetic Dentists, Dentists, General Dentistry, Endodontists, Health & Medical"	haUUiLb78u57VWyc7HYqOw
"Cosmetic Dentists, Endodontists, General Dentistry, Health & Medical, Dentists"	jTtmYasf56EvcmEMO_8tkA
"Health & Medical, General Dentistry, Dentists, Pediatric Dentists, Oral Surgeons"	NczmALAiqjAjKGJJMHtdaQ
"Dentists, General Dentistry, Prosthodontists, Health & Medical"	6CdnzX_lR_PS93q6omTF1A
"Oral Surgeons, Cosmetic Dentists, Health & Medical, General Dentistry, Dentists"	0ezLZpAOJNPfbT2Hpnngow
"Pediatric Dentists, Dentists, Periodontists, Health & Medical, General Dentistry"	4ztVRM5aISy1cjLhNB8uQA
"General Dentistry, Dentists, Cosmetic Dentists, Health & Medical"	2oUSOejHypMFcbOkZUMS7A
"Cosmetic Dentists, Health & Medical, General Dentistry, Oral Surgeons, Dentists"	UfF34c3RxxqYg4sXfte8gQ
"Dentists, General Dentistry, Health & Medical"	c_VQPfcz11Uo8WwtR11LOg
"Dentists, Pediatric Dentists, Health & Medical, Cosmetic Dentists, Orthodontists, Periodontists"	GvXGV5liOBpjqOtsrEAdAQ
"Oral Surgeons, Health & Medical, Doctors, Dentists"	Tn_dP2n2ij_VtBflhNNUMg
"Endodontists, Health & Medical, Dentists"	W-dBnII8k4I_ZI2QVAW3rg
"Dentists, Cosmetic Dentists, Health & Medical, Periodontists, Endodontists, Orthodontists"	2ghCqD6F1f5KZxvFZE36Bg
"Cosmetic Dentists, Health & Medical, General Dentistry, Dentists"	mZ6SmiZeOocatUDIAA8seA
"Body Shops, Local Services, Auto Customization, Mobile Dent Repair, Automotive, Metal Fabricators, Motorcycle Repair"	mzfE-9FKHNIlH2i03iWoZw
"Cosmetic Dentists, General Dentistry, Dentists, Endodontists, Periodontists, Health & Medical"	YIIK_SFsTUz0FGDo8clxiQ
"Cosmetic Dentists, Orthodontists, General Dentistry, Health & Medical, Dentists"	d_EDqu_yGTrWLNFnoH_HQg
"Mobile Dent Repair, Body Shops, Auto Repair, Automotive"	xjRFotnTpMW7CioDf2Fjtg
"Windshield Installation & Repair, Automotive, Body Shops, Mobile Dent Repair, Auto Parts & Supplies, Auto Repair"	9L1hFD_q76sAyCLMAUcGMg
"Health & Medical, Periodontists, Dentists, Cosmetic Dentists"	YCZRD2nicNhLTEMPGcbPXw
"Dentists, General Dentistry, Health & Medical"	8Gcd-Qyczi_T8RZEhPNlEg
"Health & Medical, Dentists"	YMscSJHfzmksd0p3S5gIKQ
"Dentists, Prosthetics, Health & Medical, Orthodontists, General Dentistry, Periodontists"	HATyHmtiz4MGdM7IUvJbtQ
"Orthodontists, Dentists, Cosmetic Dentists, Health & Medical, General Dentistry"	r6oqnrvyLBMmbuRnl1pLPg
"Dentists, Orthodontists, Health & Medical"	jQmoy72u3ySNGQG__fqEig
"Health & Medical, Cosmetic Dentists, Pediatric Dentists, General Dentistry, Dentists"	ZDcRa_BMfqqepbSoX5gEAg
"Health & Medical, Dentists, Endodontists, General Dentistry"	0lgJEwjQzzPSro8mIduG0w
"Beauty & Spas, Cosmetic Dentists, Dentists, General Dentistry, Medical Spas, Health & Medical, Oral Surgeons"	H3WFI9K5zkgQtCcrCvKMvQ
"Health & Medical, Oral Surgeons, Dentists, Endodontists"	XEVLIN5Px-a7wNG0DjqzIQ
"Health & Medical, Dentists, Oral Surgeons"	ZVAk_P5mK1CZgBrOVI7nIg
"General Dentistry, Cosmetic Dentists, Health & Medical, Dentists"	0UOaFZVvGGO1Tzc12fwPvw
"Dentists, Pediatric Dentists, General Dentistry, Health & Medical, Cosmetic Dentists"	FbV8K0ExXltHNSl-_u4ywg
"Dentists, Cosmetic Dentists, Oral Surgeons, Health & Medical"	n8KOJ-AmQVTYrbVrVBbs3w
"Dentists, Cosmetic Dentists, Dental Hygienists, Health & Medical, General Dentistry"	oywWxbh8FVGEOeslT4BE3w
"Orthodontists, Health & Medical, Dentists"	iF-yQo8lR74B6QNwLvjLww
"Cosmetic Dentists, Pediatric Dentists, Oral Surgeons, Dentists, General Dentistry, Orthodontists, Health & Medical"	ImdQ4FaGVbjsQo5MneCjuw
"Cosmetic Dentists, General Dentistry, Orthodontists, Health & Medical, Dentists"	Z9ZtE1HFX4Tn_F1-KMqNmg
"General Dentistry, Dentists, Health & Medical"	_QNhQkaHNV31tdgLCeag1A
"Cosmetic Dentists, Dentists, General Dentistry, Endodontists, Health & Medical"	wHp7qBPKSqHG-P8rhRSfEw
"Periodontists, Health & Medical, General Dentistry, Dentists, Cosmetic Dentists, Endodontists"	HeUcFxGH9T4J8TQALwtUSA
"General Dentistry, Health & Medical, Dentists"	UGHy6QziDoTJIraDKMc78w
"Oral Surgeons, Dentists, Cosmetic Surgeons, Beauty & Spas, Health & Medical, Doctors, Medical Spas"	eTcqf92BobT695dQBrwpDQ
"General Dentistry, Cosmetic Dentists, Endodontists, Health & Medical, Dentists"	P74YvHAir-KYRMKUInG5pQ
"General Dentistry, Health & Medical, Dentists"	E1bO5xd-1OM8XbCvmwGMcA
"Orthodontists, Pediatric Dentists, Dentists, Health & Medical, General Dentistry"	QJh2KHxMtSbljEfHVhlAhw
"Health & Medical, Periodontists, Dentists"	isvlFowlxvvYKIakNxfXSw
"General Dentistry, Health & Medical, Dentists"	b34NWeQamPx_b9U3Fsr_Iw
"General Dentistry, Dentists, Cosmetic Dentists, Health & Medical"	GkJQzP86iVcfSsQEvn-DLg
"Health & Medical, Orthodontists, Dentists"	2whCC0gWkkbtlJshZeSOaw
"Pediatric Dentists, Health & Medical, Doctors, Pediatricians, Dentists, General Dentistry"	#NAME?
"Health & Medical, Endodontists, Cosmetic Dentists, Dentists, General Dentistry, Orthodontists"	il0GkNz2o0rrWsQrD38dvQ
"Dentists, General Dentistry, Health & Medical"	ZYCtGmwvWO85NPHY1Rk6pQ
"Health & Medical, Pediatric Dentists, General Dentistry, Cosmetic Dentists, Dentists"	t3hBumXnoZuQ1TAJfN6tzQ
"General Dentistry, Health & Medical, Oral Surgeons, Cosmetic Dentists, Dentists"	wd7p41kzhMARGuEKy4-X3Q
"Dentists, Health & Medical, General Dentistry"	hzAoiIN6GbwY1c_OQkHwWQ
"Cosmetic Dentists, General Dentistry, Oral Surgeons, Dentists, Health & Medical"	BmxjF9uJywJ1wONXk8hBZA
"Dentists, Cosmetic Dentists, Orthodontists, Health & Medical, General Dentistry"	DFV2S-cXlDNKf_wAXOH0Lw
"General Dentistry, Dentists, Health & Medical"	X2Fo4mu0fYrqhAcfmCtNVw
"Dentists, Orthodontists, Health & Medical"	vYiR0zy7hsrJ_8m2lKr1GA
"Mobile Dent Repair, Automotive, Auto Repair"	boF2A51S3W1EUbpibfO26A
"Dentists, Orthodontists, Pediatric Dentists, General Dentistry, Health & Medical"	eGDbw-DYob9Wf0B6mUuQ_g
"General Dentistry, Endodontists, Health & Medical, Dentists, Cosmetic Dentists"	_MCsGzLuaZkk8tNDBDHMBA
"Cosmetic Dentists, Health & Medical, General Dentistry, Dentists, Oral Surgeons, Sleep Specialists"	iMthGBEZe0DJPZutdnAU5g
"Dentists, Health & Medical, Cosmetic Surgeons, General Dentistry, Cosmetic Dentists, Endodontists, Doctors"	o9qmipmjxvwDgcSFwgUXdw
"Health & Medical, Orthodontists, Dentists"	vpHUZcIEoZDE6ClCfjq6DA
"Pediatric Dentists, Chiropractors, General Dentistry, Endodontists, Cosmetic Dentists, Dentists, Health & Medical"	OztC56mOOtGPkD2NVyvi8g
"Orthodontists, Teeth Whitening, Health & Medical, Dentists, General Dentistry, Beauty & Spas"	JXR9xCfDDN6fJZFoUHcsow
"Health & Medical, General Dentistry, Dentists, Cosmetic Dentists"	1xZeAshfMsIwnik_kRa3hQ
"Dentists, Health & Medical, General Dentistry"	lh5U8magcNnD7X-OJ1995Q
"Teeth Whitening, Beauty & Spas, Cosmetic Dentists, Health & Medical, General Dentistry, Dentists"	d0e_NvWesQUsdsgj5ZjdHA
"Oral Surgeons, General Dentistry, Dentists, Orthodontists, Health & Medical"	5cL4skmU3Y6g1_tWiaoPDw
"Dentists, General Dentistry, Endodontists, Pediatric Dentists, Oral Surgeons, Health & Medical"	zLuP3rrqHWaGzCAiH-n3iA
"General Dentistry, Orthodontists, Oral Surgeons, Health & Medical, Dentists"	s3WovRkTvfW9RLn90HeFsA
"Teeth Whitening, Beauty & Spas, Dentists, Pediatric Dentists, Health & Medical, Cosmetic Dentists, General Dentistry"	ZUhIC52KkWXwzgcbpMys5A
"Health & Medical, Pediatric Dentists, General Dentistry, Dentists, Cosmetic Dentists"	Ys8RucuBr81EN4c3uD82sQ
"General Dentistry, Health & Medical, Dentists"	JBEyLYx6SK_2-TpSlAs8UQ
"Cosmetic Dentists, Orthodontists, Health & Medical, Dentists, General Dentistry"	HsMeo9W71akGBYhY2XBFxg
"Dentists, General Dentistry, Health & Medical, Cosmetic Dentists"	0-JwlzWfofVS2ma1lL151A
"Cosmetic Dentists, Dentists, General Dentistry, Health & Medical"	cXkBcwSFzDETy2bhp5N_1g
"Dentists, Health & Medical, Oral Surgeons"	rx80oTjn-Ol3mrreeOaaYQ
"Periodontists, Dentists, Health & Medical"	cEFZZ3sr1AIbXXjxoaBy9A
"Oral Surgeons, Dentists, Health & Medical"	T1Xo1X1gStL-1cTgJUVmNw
"Health & Medical, Oral Surgeons, Cosmetic Dentists, Dentists"	Oz8SzyvwMLilfkF-mfH13w
"General Dentistry, Health & Medical, Dentists"	79gMOwXNWRelPayAWWO5AA
"Health & Medical, Cosmetic Dentists, Dentists, Endodontists, General Dentistry, Oral Surgeons"	1YElWbdEy4cg_FwFdjBKgw
"Cosmetic Dentists, Dentists, Health & Medical, General Dentistry"	3jB7VWZf1_1V-CXuQN-YoA
"General Dentistry, Dentists, Cosmetic Dentists, Endodontists, Health & Medical, Pediatric Dentists"	3Zb_bAoTYeEqjSHhMOweew
"Dentists, Cosmetic Dentists, Health & Medical, Oral Surgeons, General Dentistry, Orthodontists"	N-IwlZQimaUrxYF_jGUCOg
"General Dentistry, Health & Medical, Dentists"	ebo4IIAN11XCuuP4H4_F1w
"Dentists, Health & Medical, Cosmetic Dentists"	ET3ki_qbLOO4AONTSVemzg
"General Dentistry, Pediatric Dentists, Health & Medical, Dentists"	wTtOXvbg0cpLPtvX-JjHkA
"Dentists, Health & Medical, General Dentistry"	Q1uip0NYGbF0MQlLVfQkFQ
"General Dentistry, Dentists, Health & Medical"	4M5ogmgXjUzT-Qiy0_cnFA
"Health & Medical, General Dentistry, Oral Surgeons, Dentists, Cosmetic Dentists"	Rj06aTzmW_yx9H1PJzCvVw
"Health & Medical, General Dentistry, Dentists"	oXVXwDeaQJyIJkwDta4VjA
"General Dentistry, Cosmetic Dentists, Health & Medical, Dentists"	sqoSUqhzXm7tQL5wWpm2hg
"Pediatric Dentists, Dentists, Health & Medical, Orthodontists"	LB58czo34_SpSPR2w7niag
"Health & Medical, Periodontists, General Dentistry, Cosmetic Dentists, Dentists"	dUsIHBszO8QuBtlZhS8RfA
"General Dentistry, Health & Medical, Dentists"	z0j5jRGRQ5NfOMurQNfSqA
"Health & Medical, General Dentistry, Dentists"	rSk0UQL6mpnEWDaJJVmz-g
"Health & Medical, Dentists, General Dentistry"	3rIOolJIEVVoWvduh9HO2g
"General Dentistry, Cosmetic Dentists, Dental Hygienists, Dentists, Health & Medical"	RzKR1EMiXF7ImgX0Lj_QGg
"Health & Medical, Dentists, General Dentistry"	YbYjQSrgVdi8wb7XV-Qasw
